date,ChatGPT,AI,Machine Learning,Python,Data Science
2024-11-17 15:30:37.214991,52.4901424590337,68.05838144420434,52.54474360484212,71.96966082590149,52.86200529047961
2024-11-24 15:30:37.214991,51.52751478879414,70.53961299709515,45.986772789788894,67.17210883547187,52.05032760007124
2024-12-01 15:30:37.214991,54.827680998917465,70.42563136481176,46.60712463981414,72.55356150353505,49.24649995838666
2024-12-08 15:30:37.214991,58.396012646147156,61.95775853773297,45.56760095231994,73.76424827548375,52.565369199941344
2024-12-15 15:30:37.214991,54.06677064506076,64.99239965920546,38.478761292649985,67.92256842956026,48.06613974100267
2024-12-22 15:30:37.214991,55.009127590690916,68.57939408009474,46.33625219051083,73.3708976185022,49.77031341054921
2024-12-29 15:30:37.214991,61.39148460036833,72.1854179433041,46.97169007053334,71.81526585773257,49.12083243343577
2025-01-05 15:30:37.214991,59.89845803361257,65.29643650308124,56.87219921917191,73.13925740306038,50.918699341235886
2025-01-12 15:30:37.214991,57.130038380656686,67.148628193604,46.53824844856781,76.45960971719262,57.71320646925129
2025-01-19 15:30:37.214991,61.10844936152712,62.92986359150832,48.8023432154883,70.129220267376,45.26358903760937
2025-01-26 15:30:37.214991,59.03282384463953,62.86512072575049,47.745768305794414,68.700329968466,53.020319032662
2025-02-02 15:30:37.214991,59.968195354673846,73.29339834274022,43.49836477259879,68.38914901881574,46.21954469412335
2025-02-09 15:30:37.214991,63.03357912239041,76.39658475823873,53.03282971959854,68.70641529894985,49.73805055647785
2025-02-16 15:30:37.214991,57.510159266026605,69.63994939209833,51.757732130747094,71.01869487175769,54.516851790902095
2025-02-23 15:30:37.214991,59.01755419476859,75.4022798740755,52.20258932663373,72.36960977060377,51.538993903440236
2025-03-02 15:30:37.214991,63.447752796892466,72.57741089446894,45.68937325774412,72.27238009029774,48.209073358519774
2025-03-09 15:30:37.214991,63.03842971591981,67.92824738082054,55.226561859129006,74.02001128556961,49.392550410681636
2025-03-16 15:30:37.214991,67.96197276701659,73.3454395660036,44.29644190267703,71.6736210602491,53.67340863141941
2025-03-23 15:30:37.214991,65.23746623497482,79.61325975540677,52.53973606750878,76.09137146224117,49.53966933561782
2025-03-30 15:30:37.214991,64.66693504984029,72.12856211214255,59.24259173400914,71.03295257720922,52.47629884566901
2025-04-06 15:30:37.214991,74.2431001529185,80.51552597137773,46.80708546870801,80.08358442284577,52.059792442788364
2025-04-13 15:30:37.214991,70.11113263700193,59.978197556474356,48.79250138928122,73.8962328125258,50.064429726413316
2025-04-20 15:30:37.214991,71.933353844833,77.57105098341458,51.74475930650441,69.54391194613576,58.54721688336059
2025-04-27 15:30:37.214991,68.39883236443654,74.2813891873447,49.62071276815059,68.99886096735513,54.11329552849249
2025-05-04 15:30:37.214991,71.98223644180906,72.73573247843989,45.72042319881239,73.75510955342186,46.23226454771948
2025-05-11 15:30:37.214991,74.89046007682191,75.07418849806213,52.48579036076257,71.73345779786861,52.96320909815444
2025-05-18 15:30:37.214991,72.04701926773309,65.06215542699553,48.25078514509558,74.64200148227627,50.51464060569484
2025-05-25 15:30:37.214991,77.56940174734471,74.28625594542783,54.68283126100226,74.01586671987448,55.15345385054252
2025-06-01 15:30:37.214991,75.58269931485897,77.5547936267895,49.39922613998787,72.47382095433707,50.314745477009595
2025-06-08 15:30:37.214991,77.45184182754325,83.54331637755374,59.56512223545477,70.24808038425631,52.444252214060846
2025-06-15 15:30:37.214991,77.46411093254258,73.9471104470933,50.520832984501205,68.34007371055779,54.39957722155676
2025-06-22 15:30:37.214991,85.76837301506527,72.88060890861098,52.65406162748499,71.64122437456817,55.5780348132796
2025-06-29 15:30:37.214991,81.11335447963236,74.79890708976963,57.484838100247906,75.6461194598935,49.47603385575575
2025-07-06 15:30:37.214991,78.92302105928614,82.26931828081807,49.59577350349495,73.81535815546754,52.169573215554074
2025-07-13 15:30:37.214991,85.50609627477111,79.7206786252215,55.71753204610882,69.53201443309482,51.8443948357479
2025-07-20 15:30:37.214991,80.31823828085616,75.81273744270327,60.324724863283556,73.88492739293815,51.40539691766348
2025-07-27 15:30:37.214991,85.54966770809119,81.41249101172062,48.95468244637048,74.61749060072498,58.75790118238175
2025-08-03 15:30:37.214991,79.98637424374529,79.71615697750943,56.41161235720614,70.9061199990889,54.772637440575174
2025-08-10 15:30:37.214991,82.82313416099701,84.45860956804906,57.00106963853215,74.11502147168274,49.87119429084102
2025-08-17 15:30:37.214991,88.34058370760737,76.48973453061323,59.37729148710924,73.924626155338,56.50358584116433
2025-08-24 15:30:37.214991,90.90770743229392,78.74630465162655,51.590658694949205,70.41724295266197,60.21262243719175
2025-08-31 15:30:37.214991,90.1487202281853,78.80869000356998,51.54509662458597,75.01566977335254,57.03970347396113
2025-09-07 15:30:37.214991,90.22997822975834,73.83627141318557,59.2031508778522,75.72081511756623,49.4803516405995
2025-09-14 15:30:37.214991,90.6159196824629,83.01906292378443,58.5917848467789,77.38376911414122,52.681913166016635
2025-09-21 15:30:37.214991,88.02597249043617,83.22835328397636,58.6942790936912,77.39217538687393,58.031502678329105
2025-09-28 15:30:37.214991,91.24431352866203,82.33325959090462,59.366562068757126,70.1939149730518,52.20391468006674
2025-10-05 15:30:37.214991,92.96423753327447,81.51937202543196,55.549131882916804,71.60960180333156,55.7545352075156
2025-10-12 15:30:37.214991,98.4598282171183,76.00006936667101,59.48670709633632,76.06433657085675,56.843132929518774
2025-10-19 15:30:37.214991,97.26162409947462,81.35831184771168,60.01844373934857,76.15674246812124,51.83459320065037
2025-10-26 15:30:37.214991,91.88395645698871,82.13258126352,56.277209712509915,76.25668152045661,54.53296239335306
2025-11-02 15:30:37.214991,99.087636523569,80.21938288466113,66.88617496765595,86.36588677965648,45.08389028748509
2025-11-09 15:30:37.214991,97.90244546644335,83.80895605705457,61.60687014518561,76.61651768592566,51.83068322984328
2025-11-16 15:30:37.214991,97.96923399908212,87.02025428407269,55.23478601118941,78.40669692054179,54.24229554582052
